Tittle_Name,tmdb_id,name,media_type,vote_average,vote_count,popularity,release_date,runtime,genres,director,top_cast,overview
"""O Elixir""",1306525,O Elixir,movie,5.906,180,7.1214,2025-10-22,118.0,"Terror, Thriller",Kimo Stamboel,"Mikha Tambayong, Eva Celia, Marthino Lio, Dimas Anggara, Varen Arianda Calief","Um elixir desperta os mortos-vivos em uma vila. Em meio ao terror, uma família em conflito precisa se unir e lutar para sobreviver enquanto a cidade entra em colapso."
"""Berço de Ouro",278009,Berço de Ouro,tv,5.717,23,7.5368,2025-10-10,,Drama,Uluç Bayraktar,"Engin Akyürek, Aslı Enver, Dolunay Soysert, İsmail Demirci, Serkan Altunorak","A vida luxuosa de Nihal corre perigo ao encontrar um novo rico com tino para o dinheiro e para o amor, que abala a elite de Istambul."
"""Explosão no Trem-Bala""",1276073,Explosão no Trem-Bala,movie,6.839,295,3.6693,2025-04-23,134.0,"Ação, Thriller, Crime, Drama",Shinji Higuchi,"Tsuyoshi Kusanagi, 尾野真千子, 要潤, Non, Kanata Hosoda","Um trem-bala rumo a Tóquio corre risco de explosão se a velocidade ficar abaixo de 100 km/h, e as autoridades correm contra o tempo para salvar todas as pessoas a bordo."
"""Coach Carter — Treino para a vida""",7214,Coach Carter: Treino para a Vida,movie,7.571,3211,5.8252,2005-01-14,136.0,"Drama, História",Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo","Richmond, Califórnia, 1999. O dono de uma loja de artigos esportivos, Ken Carter, aceita ser o técnico de basquete de sua antiga escola, onde conseguiu recordes e que fica em uma área pobre da cidade. Para surpresa de muitos ele impõe um rígido regime, em que os alunos que queriam participar do time tinham de assinar um contrato que incluía um comportamento respeitoso, modo adequado de se vestir e ter boas notas em todas as matérias. A resistência inicial dos jovens acaba e o time sob o comando de Carter vai se tornando imbatível. Quando o comportamento do time fica muito abaixo do desejável Carter descobre que muitos dos seus jogadores estão tendo um desempenho muito fraco nas salas de aula. Assim Carter toma uma atitude que espanta o time, o colégio e a comunidade."
"""Um Homem Abandonado""",1495723,Um Homem Abandonado,movie,7.401,71,3.059,2025-08-22,91.0,Drama,Çağrı Vila Lostuvalı,"Mert Ramazan Demir, Ada Erma, Rahimcan Kapkap, Ercan Kesal, Edip Tepeli","Baran quer reconstruir uma nova vida, após cumprir pena por um crime cometido por seu irmão, um fardo imposto a ele pela família. Sua vida nunca foi fácil e não mudará depois que ele for libertado da prisão. A oficina que ele quer abrir para se agarrar aos seus sonhos e à sua vida, o acidente sofrido pela família e sua sobrinha Lidya, que quebra suas barreiras, o ajudarão a reconstruir sua nova vida. Apesar de todos os percalços, sua luta por Lidya e por si mesmo consertará a vida de Baran e sua infância conturbada."
"""Johnny Test",1769,Johnny Test,tv,6.366,243,15.4011,2005-09-17,,"Animação, Comédia, Kids, Action & Adventure, Sci-Fi & Fantasy",,"James Arnold Taylor, Maryke Hendrikse, Ashleigh Ball, Lee Tockar, Ian James Corlett","Johnny Test mostra as aventuras de um garoto corajoso de 11 anos, seu cachorro super-esperto e falador Dukey, e suas duas irmãs gêmeas, cientistas geniais, Susan e Mary, que usam Johnny como cobaia para suas experiências a fim de impressionar o vizinho Gil, que nunca as percebe mas é grande amigo de Johnny."
"""FUBAR",221300,FUBAR,tv,6.618,508,10.5865,2023-05-25,,"Action & Adventure, Drama, Comédia",,"Arnold Schwarzenegger, Monica Barbaro, Milan Carter, Fortune Feimster, Travis Van Winkle",Pai e filha descobrem que ambos trabalham secretamente para a CIA e acabam misturando assuntos de família com suas missões arriscadas.
"""Big Vape",235540,Big Vape,tv,6.8,17,1.4372,2023-10-11,,Documentário,,David Pierce,"Nesta série documental, uma startup de cigarros eletrônicos se torna uma empresa multibilionária até que uma epidemia faz com que seu sucesso se transforme em fumaça."
"""Perdido na Montanha""",1197619,Perdido na Montanha,movie,6.959,109,2.0306,2024-11-01,115.0,"Aventura, Drama, Família",Andrew Kightlinger,"Luke David Blumm, Paul Sparks, Caitlin FitzGerald, Ethan Slater, Griffin Wallace Henkel","Baseado no livro de mesmo nome, o filme conta a inspiradora história de um menino de 12 anos que, separado de sua família por uma tempestade veloz, precisa lutar para permanecer vivo durante sua aventura de nove dias perdida no sertão do Maine."
"""Five Nights at Freddy's",507089,Five Nights at Freddy's - O Pesadelo Sem Fim,movie,7.337,4905,11.759,2023-10-25,110.0,"Terror, Thriller",Emma Tammi,"Josh Hutcherson, Piper Rubio, Elizabeth Lail, Matthew Lillard, Mary Stuart Masterson","Enquanto passa sua primeira noite no trabalho, um problemático guarda de segurança da Pizzaria Freddy Fazbear logo percebe que não será uma tarefa fácil sobreviver ao seu primeiro turno."
"""Sandman",90802,Sandman,tv,7.876,2508,29.491,2022-08-05,,"Sci-Fi & Fantasy, Drama, Action & Adventure",,"Tom Sturridge, Vivienne Acheampong, Patton Oswalt","Após anos aprisionado, Morpheus, o Rei dos Sonhos, embarca em uma jornada entre mundos para recuperar o que lhe foi roubado e restaurar seu poder."
"""The Resident",74016,The Resident,tv,8.395,1294,62.5085,2018-01-21,,Drama,,"Matt Czuchry, Manish Dayal, Malcolm-Jamal Warner, Jessica Lucas, Bruce Greenwood",Um médico arrogante abre os olhos de um residente idealista do primeiro ano para as realidades da vida hospitalar.
"""Rampage",427641,Rampage - Destruição Total,movie,6.448,7416,12.659,2018-04-11,107.0,"Ação, Aventura, Ficção científica",Brad Peyton,"Dwayne Johnson, Naomie Harris, Malin Åkerman, Jeffrey Dean Morgan, Jake Lacy","Davis Okoye é um primatologista, um homem recluso que compartilha um vínculo inabalável com George, um gorila muito inteligente que está sob seus cuidados desde o nascimento. Quando um experimento genético desonesto é feito em um grupo de predadores que inclui o primata, os animais se transformam em monstros que destroem tudo em seu caminho. Agora, Okoye precisa conseguir um antídoto e impedir que seu amigo provoque uma catástrofe global."
"""Ladrão de Joias",1225915,Ladrão de Joias: Começa o Assalto,movie,6.732,84,2.5244,2025-04-24,176.0,"Ação, Thriller",Robby Grewal,"सैफ अली खान, Jaideep Ahlawat, Nikita Dutta, Kunal Kapoor, Kulbhushan Kharbanda","Nesta batalha feroz de inteligência e determinação, o astuto vigarista Rehan planeja um roubo de diamantes e tenta enganar Rajan, seu sádico adversário."
"""Congonhas",287420,Congonhas: Tragédia Anunciada,tv,7.676,17,1.0393,2025-04-23,,Documentário,,,As histórias inéditas e a tragédia humana por trás do desastre aéreo mais fatal da América Latina são investigadas nesta série documental em três partes.
"""Cores da Justiça""",578189,Cores da Justiça,movie,6.789,946,1.9213,2019-10-25,109.0,"Ação, Thriller, Crime",Deon Taylor,"Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter, Reid Scott","Após presenciar e filmar o assassinato de um jovem traficante por policiais corruptos, a oficial novata Alicia West se une a Mouse, que está disposto a ajudá-la a escapar dos criminosos que querem vingança e da polícia que deseja destruir a gravação incriminadora."
"""Um Lugar Silencioso",447332,Um Lugar Silencioso,movie,7.393,15121,13.2006,2018-04-03,90.0,"Terror, Drama, Ficção científica",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cade Woodward","Em uma fazenda dos Estados Unidos, uma família do meio-oeste é perseguida por uma entidade fantasmagórica assustadora. Para se protegerem, eles devem permanecer em silêncio absoluto, a qualquer custo, pois o perigo é ativado pela percepção do som."
"""A Lista da Minha Vida""",1254786,A Lista da Minha Vida,movie,6.994,577,5.5393,2025-03-27,125.0,"Romance, Comédia, Drama",Adam Brooks,"Sofia Carson, Kyle Allen, Sebastian de Souza, Connie Britton, José Zúñiga","Numa jornada para realizar seus sonhos de adolescência a pedido da mãe, uma jovem desvenda segredos familiares, encontra o amor e redescobre suas raízes."
"""Conspiração Terrorista""",291276,Conspiração Terrorista,movie,6.26,1181,5.0621,2017-04-27,98.0,"Ação, Thriller",Michael Apted,"Noomi Rapace, Orlando Bloom, Michael Douglas, John Malkovich, Toni Collette","Uma agente da CIA é especializada em interrogatórios e precisa sair a campo, em Londres, para uma missão muito perigosa. A agente briga contra o relógio para arrancar informações de um terrorista, pois um ataque biológico está para acontecer."
"""Pequenos Espiões",10054,Pequenos Espiões,movie,5.817,3656,5.4821,2001-03-18,90.0,"Família, Ação, Comédia, Aventura, Ficção científica",Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino, Alan Cumming","Alerta: os superagentes internacionais Gregorio e Ingrid Cortez, que teriam se aposentado, ressurgem e são capturados pelo inimigo. Sete de seus ex-colegas também estão desaparecidos. O gênio da tecnologia Fegan Floop é apontado como o principal suspeito. Suas invenções que mudam a aparência e a personalidade dos humanos, podem estar sendo usadas nos reféns. Agora, o destino do mundo depende da coragem e das ações de seus filhos, Carmen e Juni treinados apenas pela escola e videogames. Entre os acessórios à disposição da dupla estão mochilas com motor a jato, ultra-leves, submarinos, gomas de mascar com eletrochoque e seu amor pela família. Nós acreditamos que grandes heróis também venham em pequenos pacotes."
"""A Caçada""",766507,O Predador: A Caçada,movie,7.667,7537,14.3779,2022-08-02,99.0,"Thriller, Ação, Ficção científica",Dan Trachtenberg,"Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope","Ambientado há 300 anos na Nação Comanche, esta é a história de Naru, uma guerreira destemida e hábil, criada na sombra dos lendários caçadores que habitam as Grandes Planícies. Quando um perigo ameaça seu povo, ela parte para protegê-los. Porém, sua presa é um predador alienígena altamente evoluído munido com armas tecnologicamente avançadas."
"""O Lar das Crianças Peculiares""",283366,O Lar das Crianças Peculiares,movie,6.838,10382,9.6624,2016-09-28,127.0,"Fantasia, Aventura, Drama, Família",Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett","Quando Jacob descobre pistas para um mistério que abrange diferentes mundos e tempos, ele encontra um lugar mágico conhecido como Lar da Srta. Peregrine para Crianças Peculiares. Mas o mistério e o perigo se aprofundam à medida que ele conhece os moradores e aprende sobre seus poderes especiais... e seus poderosos inimigos. Em última análise, Jacob descobre que apenas sua própria ""peculiaridade"" especial pode salvar seus novos amigos."
"""Meninas Não Choram""",10636,Meninas Não Choram,movie,5.857,35,0.6583,2002-10-24,87.0,Drama,Maria von Heland,"Anna Maria Mühe, Karoline Herfurth, David Winter, Josefine Domes, Nina Petri","Kati e Steffi são melhores amigas. Agora que a vida amorosa delas está esquentando, elas estão estudando menos e indo a boates mais. Mas quando Steffi vê o seu pai com outra mulher, a sua vida começa a sair de controle. Steffi bola um plano chocante contra a amante do seu pai. Enquanto isso, Kati começa um romance divertido com um homem mais velho. Quando as duas meninas começam a se afastar, elas percebem que elas precisam uma da outra mais do que nunca. Escrito e dirigido pelo novo talento alemão Maria von Heland e estrelando as novatas Anna Maria Mühe e Karoline Herfurth, Meninas Não Choram é uma corajosa e forte história de maturidade."
"""Mãe x Androides""",739413,Mãe x Androides,movie,5.777,822,2.2438,2021-12-17,111.0,"Ficção científica, Thriller",Mattson Tomlin,"Chloë Grace Moretz, Algee Smith, Raúl Castillo, Kiara Pichardo, Oscar Wahlberg","Em um mundo pós-apocalíptico assolado pela revolta dos androides, uma jovem grávida e o namorado buscam desesperadamente um lugar seguro."
"""Uncharted",335787,Uncharted: Fora do Mapa,movie,6.874,6633,11.3151,2022-02-10,116.0,"Ação, Aventura",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Antonio Banderas","Nathan Drake e seu parceiro canastrão Victor ""Sully"" Sullivan embarcam em uma perigosa busca para encontrar o maior tesouro jamais encontrado. Enquanto isso, eles também rastreiam pistas que podem levar ao irmão perdido de Nathan."
"""O Poder e a Lei",116799,O Poder e a Lei,tv,7.686,462,58.2908,2022-05-13,,"Drama, Crime",,"Manuel Garcia-Rulfo, Neve Campbell, Becki Newton, Angus Sampson, Jazz Raycole","Diretamente do seu carro, um clássico Lincoln, o advogado Mickey Haller resolve casos penais e faz de tudo para ganhar."
"""Castlevania",123548,Castlevania: Noturno,tv,7.837,255,10.2618,2023-09-28,,"Animação, Sci-Fi & Fantasy, Drama",,"Edward Bluemel, Thuso Mbedu, Pixie Davies, Aaron Neil, Elarica Johnson","Enquanto a revolução assola a França, Richter Belmont luta para manter o legado da família e impedir a ascensão de uma vampira brutal e gananciosa."
"""Caçadores de Demônios",229192,Caçadores de Demônios,tv,9.4,15,15.1127,2023-06-22,,"Animação, Action & Adventure",,"Sanshi, 段艺璇, Liangwei Hu, Ma Zhengyang, 斑马","A história começa com o caos causado pelos demônios no mundo de Cangyuan e o sofrimento dos seres humanos. O protagonista, Meng Chuan, fez um juramento de vingar sua mãe desde jovem. Inicialmente estudando no Templo Taoísta do Lago do Espelho, ele punia os perversos e derrotava o clã demoníaco com sua esgrima decidida e firme. Gradualmente, ele se tornou a pessoa mais poderosa entre os quatro principais templos taoístas, ganhou fama na Prefeitura de Dongning e foi adorado como um Deus na Montanha Yuanchu."
"""Ad Vitam""",1261501,Ad Vitam,movie,6.228,423,2.7515,2025-01-09,98.0,"Thriller, Drama, Crime, Ação",Rodolphe Lauga,"Guillaume Canet, Alexis Manenti, Stéphane Caillard, Nassim Lyes, Zita Hanrot","Quando ele e a esposa grávida são atacados em casa, um ex-agente de elite se envolve em uma caçada perigosa ligada ao seu passado complicado."
"""Rebel Ridge""",646097,Rebel Ridge,movie,6.976,1540,6.5905,2024-08-27,131.0,"Crime, Ação, Thriller",Jeremy Saulnier,"Aaron Pierre, Don Johnson, AnnaSophia Robb, Emory Cohen, David Denman",Um ex-fuzileiro enfrenta a corrupção em uma cidadezinha depois que policiais locais apreendem o dinheiro da fiança de seu primo injustamente.
"""Depois da Terra""",1242898,Predador: Terras Selvagens,movie,7.717,2213,98.6654,2025-11-05,107.0,"Ação, Ficção científica, Aventura",Dan Trachtenberg,"Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube","No futuro, em um planeta remoto, um jovem Predador, rejeitado por seu clã, encontra em Thia uma aliada improvável e embarca em uma jornada traiçoeira em busca do adversário supremo."
"""Ferry 2""",1276945,Ferry 2,movie,5.914,122,1.7622,2024-12-19,94.0,"Ação, Drama, Crime, Thriller",Wannes Destoop,"Frank Lammers, Aiko Beemsterboer, Tobias Kersloot, Marouane Meftah, Hamza Othman","Após perder seu império das drogas, Ferry Bouman encontra um pouco de paz longe do submundo de Brabant. Até que o passado volta para assombrá-lo."
"""Angela's Christmas Wish",752455,O Presente de Natal de Angela,movie,6.4,115,1.0123,2020-12-01,47.0,"Animação, Família",Damien O'Connor,"Lucy O'Connell, Ruth Negga, Moe Dunford, Pat Kinevane, Jared Harris","Com o pai trabalhando na Austrália, a pequena Ângela bola um plano para realizar seu grande desejo: reunir a família no Natal."
"""O Ringue",230003,O Ringue,tv,6.872,98,5.1428,2024-11-08,,"Action & Adventure, Drama",,"Melvin Boomer, Franck Gastambide, Edwige Ahonto, Antoine Simony, Yanisse Kebbab","Sonhando em se profissionalizar, um jovem lutador tenta ser notado até que um combate inesperado dá a ele a chance de sua vida, além de um rival violento no ringue."
"""Jurassic World",1234821,Jurassic World: Recomeço,movie,6.308,3049,39.2177,2025-07-01,134.0,"Ficção científica, Aventura, Ação",Gareth Edwards,"Scarlett Johansson, Mahershala Ali, Jonathan Bailey, Rupert Friend, Manuel Garcia-Rulfo","Cinco anos após os eventos de Jurassic World: Domínio, a ecologia do planeta se mostrou inóspita para os dinossauros, com os poucos sobreviventes vivendo isolados nas regiões equatoriais. Zora Bennett é contratada para liderar uma equipe de especialistas cujo objetivo é obter o material genético das três maiores criaturas, cujo DNA contém a chave para a criação de um medicamento que trará grandes benefícios à humanidade. Mas a operação se cruzará com uma família cujo barco virou, e todos acabarão em uma ilha proibida, ocupada por dinossauros de inúmeras espécies, onde terão que fazer o impossível para sobreviver."
